gen,storage,condition,price,model,is_pro,state,state_full,gen_group,type,condition_group
14.0,128.0,Used,232.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,155.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,153.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
14.0,128.0,Used,230.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,148.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
14.0,128.0,Used,242.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,153.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
14.0,128.0,Used,234.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,221.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,161.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,150.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,153.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,157.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
14.0,128.0,Used,228.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,162.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,150.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,168.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,151.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
14.0,512.0,Used,227.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,159.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
14.0,128.0,Used,220.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,142.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
14.0,128.0,Used,218.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,237.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,233.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,160.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,164.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,240.0,iPhone 13,False,NY,New York,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,216.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,241.0,iPhone 14 Plus,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,224.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,256.0,iPhone 14 Plus,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,243.0,iPhone 14 Plus,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,234.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,149.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,206.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
17.0,256.0,Open Box,789.0,iPhone 17,False,NC,North Carolina,Latest (15+),Standard,Open Box
14.0,128.0,Used,225.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,New,356.42,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,Used,299.0,iPhone 13,False,NY,New York,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,151.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
14.0,128.0,Used,227.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,212.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,227.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,219.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,158.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,155.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,218.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,162.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,214.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,230.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,215.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,234.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,147.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
14.0,128.0,Used,224.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,229.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,231.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,141.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,160.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,140.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,215.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,205.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,227.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,269.0,iPhone 14 Plus,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
12.0,128.0,Used,165.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,152.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,144.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,214.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,199.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,224.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,227.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,211.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,230.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,224.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,154.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,152.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
14.0,128.0,Used,233.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,230.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,146.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,153.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,155.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,226.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,201.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,153.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,236.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,206.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,224.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,159.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,216.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,220.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,218.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,512.0,Used,229.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,233.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,227.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,153.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,206.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,215.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,229.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,252.0,iPhone 14 Plus,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,268.0,iPhone 14 Plus,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,155.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,209.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,220.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,256.0,Used,222.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,219.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,512.0,Used,216.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,205.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,145.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,156.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
14.0,128.0,Used,223.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,218.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,234.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,205.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,220.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,225.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,230.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,232.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,230.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,158.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
14.0,128.0,Used,233.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,232.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,236.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,151.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,256.0,Used,209.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,222.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,219.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,226.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,225.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,230.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,160.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,146.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,219.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,206.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,218.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,167.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
14.0,128.0,Used,228.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,512.0,Used,226.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,140.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,160.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,150.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,214.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,213.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,219.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,219.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,235.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,160.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,152.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,230.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,224.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,214.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,214.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,149.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,205.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,230.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,221.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,128.0,Used,154.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,163.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,226.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,221.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,204.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,225.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,156.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,164.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,152.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,239.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,256.0,Used,224.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,235.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,220.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,223.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,158.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,153.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,225.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,210.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,237.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,225.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,241.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,146.0,iPhone 12,False,TX,Texas,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Used,218.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,218.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,205.0,iPhone 13,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,234.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Used,224.0,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Second-hand
14.0,128.0,Open Box,584.23,iPhone 14 Pro Max,True,KY,Kentucky,Modern (13-14),Pro,Open Box
13.0,128.0,Used,253.99,iPhone 13,False,OH,Ohio,Modern (13-14),Standard,Second-hand
17.0,256.0,New,685.0,iPhone 17,False,WA,Washington,Latest (15+),Standard,New
17.0,1024.0,New,599.99,iPhone 17 Pro Max,True,TX,Texas,Latest (15+),Pro,New
14.0,512.0,New,403.95,iPhone 14,False,TX,Texas,Modern (13-14),Standard,New
14.0,128.0,New,403.95,iPhone 14,False,TX,Texas,Modern (13-14),Standard,New
17.0,256.0,Open Box,700.0,iPhone 17 Pro Max,True,CA,California,Latest (15+),Pro,Open Box
17.0,256.0,New,610.0,iPhone 17 Pro Max,True,CA,California,Latest (15+),Pro,New
17.0,1024.0,New,498.0,iPhone 17 Pro Max,True,NC,North Carolina,Latest (15+),Pro,New
12.0,128.0,Used,229.0,iPhone 12 Pro Max,True,VA,Virginia,Mid-Gen (11-12),Pro,Second-hand
13.0,128.0,Used,499.99,iPhone 13,False,IL,Illinois,Modern (13-14),Standard,Second-hand
13.0,128.0,Used,499.0,iPhone 13,False,CA,California,Modern (13-14),Standard,Second-hand
13.0,128.0,New,321.43,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
13.0,128.0,New,332.05,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,321.43,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
12.0,512.0,Used,1000.0,iPhone 12 Pro Max,True,CA,California,Mid-Gen (11-12),Pro,Second-hand
12.0,512.0,Used,385.5,iPhone 12 Pro Max,True,PA,Pennsylvania,Mid-Gen (11-12),Pro,Second-hand
13.0,512.0,Open Box,362.97,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,Open Box
13.0,256.0,Used,259.0,iPhone 13 Mini,False,WA,Washington,Modern (13-14),Standard,Second-hand
13.0,256.0,New,332.08,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
14.0,128.0,Used,389.99,iPhone 14,False,CA,California,Modern (13-14),Standard,Second-hand
13.0,128.0,New,321.43,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
13.0,128.0,New,321.42,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,512.0,Open Box,457.99,iPhone 13,False,CA,California,Modern (13-14),Standard,Open Box
14.0,1024.0,New,629.51,iPhone 14 Pro Max,True,CA,California,Modern (13-14),Pro,New
14.0,512.0,New,389.02,iPhone 14,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,512.0,New,321.42,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
14.0,128.0,New,673.99,iPhone 14 Pro Max,True,NY,New York,Modern (13-14),Pro,New
14.0,128.0,For Parts Or Not Working,100.0,iPhone 14,False,MD,Maryland,Modern (13-14),Standard,Damaged
13.0,128.0,New,321.43,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
14.0,128.0,New,389.02,iPhone 14,False,CA,California,Modern (13-14),Standard,New
13.0,128.0,New,321.43,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
13.0,256.0,New,321.42,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
13.0,512.0,New,321.42,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
14.0,256.0,New,409.99,iPhone 14,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,332.08,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
13.0,512.0,New,321.42,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
13.0,256.0,New,321.42,iPhone 13 Mini,False,TX,Texas,Modern (13-14),Standard,New
13.0,512.0,New,321.42,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
14.0,512.0,New,629.51,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
14.0,512.0,New,629.51,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
14.0,512.0,New,629.51,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
13.0,256.0,New,321.42,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
13.0,128.0,New,321.43,iPhone 13 Mini,False,TX,Texas,Modern (13-14),Standard,New
13.0,128.0,New,321.43,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
14.0,128.0,New,400.0,iPhone 14,False,VA,Virginia,Modern (13-14),Standard,New
13.0,128.0,New,335.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,322.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,323.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,335.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,322.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,333.88,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,New,321.43,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
14.0,256.0,For Parts Or Not Working,229.99,iPhone 14 Plus,False,WI,Wisconsin,Modern (13-14),Standard,Damaged
14.0,256.0,Used,299.99,iPhone 14 Plus,False,VA,Virginia,Modern (13-14),Standard,Second-hand
13.0,512.0,New,321.42,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
17.0,256.0,New,680.0,iPhone 17,False,VA,Virginia,Latest (15+),Standard,New
13.0,128.0,Used,333.33,iPhone 13 Pro,True,NJ,New Jersey,Modern (13-14),Pro,Second-hand
14.0,128.0,Used,300.0,iPhone 14 Plus,False,CA,California,Modern (13-14),Standard,Second-hand
17.0,256.0,New,875.0,iPhone 17,False,NJ,New Jersey,Latest (15+),Standard,New
17.0,256.0,Open Box,749.0,iPhone 17,False,CA,California,Latest (15+),Standard,Open Box
12.0,128.0,Used,280.0,iPhone 12 Pro Max,True,VA,Virginia,Mid-Gen (11-12),Pro,Second-hand
17.0,1024.0,New,599.0,iPhone 17 Pro Max,True,KY,Kentucky,Latest (15+),Pro,New
13.0,128.0,New,352.55,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,128.0,For Parts Or Not Working,174.99,iPhone 13,False,WI,Wisconsin,Modern (13-14),Standard,Damaged
13.0,128.0,New,321.43,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
13.0,512.0,New,321.42,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
17.0,256.0,Open Box,649.99,iPhone 17,False,OH,Ohio,Latest (15+),Standard,Open Box
17.0,256.0,Open Box,699.0,iPhone 17,False,OH,Ohio,Latest (15+),Standard,Open Box
17.0,2048.0,New,479.99,iPhone 17 Pro Max,True,WA,Washington,Latest (15+),Pro,New
12.0,64.0,Used,199.18,iPhone 12,False,CA,California,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,New,321.43,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,New
17.0,2048.0,New,489.0,iPhone 17 Pro Max,True,SC,South Carolina,Latest (15+),Pro,New
17.0,1024.0,New,579.98,iPhone 17 Pro Max,True,CA,California,Latest (15+),Pro,New
12.0,64.0,Used,399.99,iPhone 12,False,IL,Illinois,Mid-Gen (11-12),Standard,Second-hand
12.0,64.0,Used,399.99,iPhone 12,False,IL,Illinois,Mid-Gen (11-12),Standard,Second-hand
13.0,128.0,Very Good - Refurbished,305.67,iPhone 13 Mini,False,MD,Maryland,Modern (13-14),Standard,Refurbished
13.0,256.0,Used,699.0,iPhone 13,False,CA,California,Modern (13-14),Standard,Second-hand
16.0,128.0,Excellent - Refurbished,569.95,iPhone 16,False,NY,New York,Latest (15+),Standard,Refurbished
13.0,256.0,New,408.48,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
13.0,256.0,Used,365.0,iPhone 13 Mini,False,CA,California,Modern (13-14),Standard,Second-hand
12.0,64.0,Used,419.99,iPhone 12,False,FL,Florida,Mid-Gen (11-12),Standard,Second-hand
13.0,256.0,New,398.99,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
17.0,256.0,Excellent - Refurbished,789.99,iPhone 17,False,TX,Texas,Latest (15+),Standard,Refurbished
17.0,256.0,Excellent - Refurbished,814.95,iPhone 17,False,NY,New York,Latest (15+),Standard,Refurbished
14.0,128.0,Used,599.95,iPhone 14 Plus,False,CA,California,Modern (13-14),Standard,Second-hand
14.0,512.0,New,699.88,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
14.0,128.0,New,699.88,iPhone 14 Pro Max,True,NJ,New Jersey,Modern (13-14),Pro,New
14.0,128.0,Open Box,349.95,iPhone 14,False,TX,Texas,Modern (13-14),Standard,Open Box
14.0,1024.0,Used,780.0,iPhone 14 Pro Max,True,NY,New York,Modern (13-14),Pro,Second-hand
13.0,256.0,New,404.72,iPhone 13 Mini,False,NJ,New Jersey,Modern (13-14),Standard,New
